Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,PQ_student_encoded,PQ_student_named,Previous qualification /10,Nacionality,Mother's qualification,MQ_encoded,MQ_encoded,MQ_named,Father's qualification,FQ_encoded,FQ_named,Mother's occupation,MO_encoded,MO_named,1000,Father's occupation,FO_encoded,FO_named,Salaire_père,Revenu_foyer,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),"CU 1st sem (grade, number)",Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),"CU 2nd sem (grade, number)",Curricular units 2nd sem (without evaluations),Year,Unemployment rate,Inflation rate,GDP,Target
4,39,1,9003,1.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"11,00",0,0,0,1,1,0,49,0,6,12,17,7,"12,00",3,12,19,9,"11,22",0,2012,"15,5","2,8","-4,06",Graduate
2,43,1,9991,0.00,1,3,Lycée terminé,"10,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,3000,9,6,Ouvriers,900,3900,"12,82",0,0,0,1,1,0,46,0,6,10,13,9,"12,20",4,10,12,10,"12,80",0,2008,"7,6","2,6","0,32",Graduate
1,39,1,9085,1.00,39,3,Lycée professionnel et technologique,"12,0",1,37,2,2,Collège,37,2,Collège,1,3,Cadres et professions intellectuelles,900,9,6,Ouvriers,900,1800,"13,77",1,0,0,0,1,0,41,0,3,3,3,3,"12,33",2,2,2,2,"11,00",0,2015,"12,4","0,5","1,79",Dropout
1,17,3,9500,1.00,1,3,Lycée terminé,"13,3",1,38,2,2,Collège,19,3,Lycée,9,6,Ouvriers,900,8,6,Ouvriers,1200,2100,"12,88",1,0,0,1,1,0,18,0,0,7,8,7,"11,84",0,8,9,8,"12,48",0,2014,"13,9","-0,3","0,79",Graduate
3,39,1,9991,0.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,1,3,Lycée,9,6,Ouvriers,900,2,3,Cadres et professions intellectuelles,2000,2900,"17,00",0,0,0,1,1,0,43,0,0,5,5,5,"11,80",0,5,6,5,"14,00",0,2009,"9,4","-0,8","-3,12",Graduate
4,39,2,9147,1.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"11,64",0,0,1,0,1,0,70,0,0,5,5,0,"0,00",0,5,9,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
4,39,1,9130,1.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,900,4,5,Employés,1200,2100,"10,09",0,0,0,1,1,0,48,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
2,43,1,9003,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"13,60",0,0,0,1,1,0,41,0,18,19,19,19,"12,68",12,13,13,13,"12,38",0,2012,"15,5","2,8","-4,06",Graduate
1,1,1,9254,1.00,1,3,Lycée terminé,"14,0",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,3,4,Professions intermédiaires,1350,2250,"13,00",0,0,0,1,1,0,21,0,0,6,8,6,"12,57",0,6,10,4,"13,00",0,2011,"12,7","3,7","-1,7",Enrolled
1,39,1,33,1.00,1,3,Lycée terminé,"10,0",41,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,2000,8,6,Ouvriers,1200,3200,"10,00",0,0,1,0,1,0,35,1,0,7,18,3,"11,25",0,7,7,0,"0,00",0,2013,"16,2","0,3","-0,92",Dropout
2,39,1,9130,1.00,19,3,Lycée terminé,"13,3",1,2,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,1000,9,6,Ouvriers,900,1900,"15,70",1,0,0,1,1,0,44,0,1,5,13,4,"14,00",1,5,9,4,"15,50",2,2010,"10,8","1,4","1,74",Graduate
1,1,1,9147,1.00,1,3,Lycée terminé,"14,3",1,3,3,3,Lycée,1,3,Lycée,5,5,Employés,0,5,5,Employés,1000,1000,"15,21",1,0,1,1,1,0,18,0,0,5,15,4,"13,33",0,5,6,2,"13,50",0,2014,"13,9","-0,3","0,79",Dropout
2,1,1,8014,0.00,1,3,Lycée terminé,"16,5",1,37,2,2,Collège,37,2,Collège,0,7,Etudiant,2000,0,7,Etudiant,0,2000,"16,29",1,0,0,1,1,0,45,0,0,6,7,6,"13,67",0,6,6,6,"13,67",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9254,1.00,1,3,Lycée terminé,"15,4",1,3,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,900,1,3,Cadres et professions intellectuelles,3000,3900,"13,72",0,0,0,1,1,0,20,0,0,6,12,3,"10,00",0,6,9,5,"10,80",0,2012,"15,5","2,8","-4,06",Enrolled
1,44,1,9003,1.00,39,3,Lycée professionnel et technologique,"14,0",1,1,3,3,Lycée,38,2,Collège,9,6,Ouvriers,1000,1,3,Cadres et professions intellectuelles,3000,4000,"14,00",1,0,0,1,1,0,22,0,0,6,12,5,"12,60",0,6,11,6,"11,71",0,2015,"12,4","0,5","1,79",Graduate
1,43,1,9119,1.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,38,2,Collège,5,5,Employés,1000,7,6,Ouvriers,1300,2300,"14,65",0,0,0,1,1,0,39,0,0,5,10,3,"17,33",0,5,11,1,"17,00",0,2014,"13,9","-0,3","0,79",Dropout
1,44,1,9085,1.00,39,3,Lycée professionnel et technologique,"13,0",1,2,3,3,Lycée,2,4,Licence,6,1,Agriculteurs exploitants,900,6,1,Agriculteurs exploitants,1000,1900,"13,00",0,0,0,0,1,0,20,0,2,6,10,5,"13,20",1,6,21,3,"12,00",0,2015,"12,4","0,5","1,79",Enrolled
2,39,1,9147,1.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,19,3,Lycée,9,6,Ouvriers,2000,3,4,Professions intermédiaires,1350,3350,"12,80",0,0,0,1,1,0,49,0,0,5,9,3,"14,00",0,5,8,3,"13,67",0,2017,"8,9","1,4","3,51",Dropout
1,7,1,9556,1.00,4,5,Master,"19,0",1,5,6,6,Doctorat,5,6,Doctorat,2,3,Cadres et professions intellectuelles,900,2,3,Cadres et professions intellectuelles,2000,2900,"19,00",1,0,0,1,1,0,43,0,4,4,4,4,"13,88",1,1,1,1,"12,50",0,2016,"11,1","0,6","2,02",Dropout
2,39,1,9991,0.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"13,32",1,0,0,1,1,0,32,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,39,1,9238,1.00,12,3,Lycée terminé,"10,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,43",0,0,0,1,1,0,47,0,3,9,9,9,"13,11",3,7,7,7,"14,86",0,2010,"10,8","1,4","1,74",Graduate
5,39,1,9991,0.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"13,81",0,0,0,1,1,1,37,0,0,5,8,5,"13,00",0,5,11,4,"13,33",2,2013,"16,2","0,3","-0,92",Dropout
2,39,1,8014,0.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,1,3,Lycée,4,5,Employés,900,8,6,Ouvriers,1200,2100,"14,43",0,0,0,1,1,0,41,0,6,10,10,10,"12,50",3,7,7,7,"12,14",0,2010,"10,8","1,4","1,74",Graduate
2,39,1,9003,1.00,1,3,Lycée terminé,"15,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,6,1,Agriculteurs exploitants,1000,1900,"14,00",0,0,0,1,1,0,60,0,17,18,18,18,"14,11",11,13,13,13,"14,23",0,2012,"15,5","2,8","-4,06",Graduate
2,39,1,9254,1.00,1,3,Lycée terminé,"12,0",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"14,83",0,0,0,1,1,0,47,0,6,11,11,11,"14,73",6,9,9,9,"15,78",0,2010,"10,8","1,4","1,74",Graduate
1,39,1,8014,0.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,11,2,Collège,9,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"9,60",0,0,1,0,1,0,50,0,0,6,6,0,"0,00",0,5,6,0,"0,00",0,2015,"12,4","0,5","1,79",Dropout
2,39,1,9991,0.00,19,3,Lycée terminé,"13,3",1,38,2,2,Collège,38,2,Collège,90,5,Employés,900,90,5,Employés,1000,1900,"12,17",1,0,0,1,1,0,45,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,39,1,9119,1.00,1,3,Lycée terminé,"10,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,8,6,Ouvriers,1200,2200,"16,00",0,0,1,0,1,0,45,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
2,39,1,9085,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,90,5,Employés,2000,90,5,Employés,1000,3000,"11,03",0,0,0,1,1,0,33,0,0,5,7,4,"13,50",0,5,6,5,"11,60",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"14,3",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,1000,2,3,Cadres et professions intellectuelles,2000,3000,"12,90",0,0,0,1,1,0,18,0,0,8,8,7,"13,11",0,8,8,7,"13,11",0,2010,"10,8","1,4","1,74",Graduate
2,39,1,9085,1.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,37,2,Collège,6,1,Agriculteurs exploitants,1200,6,1,Agriculteurs exploitants,1000,2200,"15,00",0,0,0,1,1,0,43,0,0,5,8,5,"13,50",0,5,5,5,"14,40",0,2009,"9,4","-0,8","-3,12",Graduate
1,43,1,8014,0.00,1,3,Lycée terminé,"16,1",1,19,3,3,Lycée,37,2,Collège,4,5,Employés,0,10,5,Employés,1200,1200,"10,00",0,0,0,1,1,0,44,0,9,13,18,13,"11,85",9,11,11,11,"12,00",0,2011,"12,7","3,7","-1,7",Graduate
1,39,1,9130,1.00,9,3,Lycée non terminé,"13,3",1,34,3,3,Lycée,36,2,Collège,0,7,Etudiant,1350,90,5,Employés,1000,2350,"10,75",0,0,0,1,1,0,29,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
4,39,1,9670,1.00,1,3,Lycée terminé,"14,0",1,2,3,3,Lycée,1,3,Lycée,3,4,Professions intermédiaires,900,9,6,Ouvriers,900,1800,"17,00",0,0,1,0,1,0,53,0,0,6,11,3,"14,33",0,6,6,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
2,42,1,9991,0.00,6,3,Lycée terminé,"12,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,30",0,0,0,1,1,0,37,0,0,5,10,5,"15,80",0,5,5,5,"17,60",0,2009,"9,4","-0,8","-3,12",Enrolled
1,43,1,9670,1.00,1,3,Lycée terminé,"14,2",1,38,2,2,Collège,1,3,Lycée,8,6,Ouvriers,1200,10,5,Employés,1200,2400,"13,85",1,0,0,1,1,0,18,0,0,6,16,5,"13,80",0,6,7,5,"12,40",0,2014,"13,9","-0,3","0,79",Enrolled
1,43,1,33,1.00,19,3,Lycée terminé,"13,3",1,38,2,2,Collège,38,2,Collège,4,5,Employés,1350,4,5,Employés,1200,2550,"14,00",0,0,1,1,1,0,35,0,3,10,18,6,"12,67",1,9,11,3,"12,00",2,2013,"16,2","0,3","-0,92",Dropout
1,1,1,9254,1.00,1,3,Lycée terminé,"11,5",1,19,3,3,Lycée,1,3,Lycée,3,4,Professions intermédiaires,900,7,6,Ouvriers,1300,2200,"11,36",0,0,0,1,1,0,23,0,0,6,10,6,"13,00",0,6,9,6,"12,00",0,2016,"11,1","0,6","2,02",Enrolled
1,1,1,171,1.00,1,3,Lycée terminé,"15,6",1,19,3,3,Lycée,38,2,Collège,9,6,Ouvriers,1000,5,5,Employés,1000,2000,"17,00",1,0,0,1,1,0,22,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2008,"7,6","2,6","0,32",Graduate
1,39,1,8014,0.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,37,2,Collège,90,5,Employés,1000,5,5,Employés,1000,2000,"11,55",0,0,0,0,1,0,33,0,0,6,6,1,"11,00",0,6,0,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,7,3,9130,1.00,3,4,Licence,"13,0",1,37,2,2,Collège,26,2,Collège,90,5,Employés,900,10,5,Employés,1200,2100,"13,00",0,0,0,0,1,0,41,0,0,5,9,0,"0,00",0,5,9,0,"0,00",3,2010,"10,8","1,4","1,74",Dropout
4,7,1,9500,1.00,3,4,Licence,"14,0",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,1350,7,6,Ouvriers,1300,2650,"14,00",0,0,0,1,1,0,51,0,4,7,7,7,"15,20",6,8,8,8,"16,58",0,2014,"13,9","-0,3","0,79",Graduate
1,51,1,9670,1.00,1,3,Lycée terminé,"14,0",1,12,3,3,Lycée,5,6,Doctorat,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"12,66",0,0,0,1,1,0,19,0,2,6,7,6,"14,43",1,7,8,7,"14,38",0,2016,"11,1","0,6","2,02",Graduate
1,39,1,9991,0.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"14,32",0,0,0,1,1,0,35,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2016,"11,1","0,6","2,02",Dropout
1,1,2,171,1.00,1,3,Lycée terminé,"13,1",41,19,3,3,Lycée,1,3,Lycée,4,5,Employés,2000,7,6,Ouvriers,1300,3300,"13,14",1,0,0,1,1,0,20,1,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2008,"7,6","2,6","0,32",Graduate
1,43,1,9670,1.00,1,3,Lycée terminé,"14,1",1,3,3,3,Lycée,2,4,Licence,2,3,Cadres et professions intellectuelles,900,2,3,Cadres et professions intellectuelles,2000,2900,"13,33",1,0,0,1,1,0,18,0,0,6,13,4,"13,75",0,6,8,5,"11,20",0,2014,"13,9","-0,3","0,79",Enrolled
1,1,1,9773,1.00,1,3,Lycée terminé,"12,0",1,19,3,3,Lycée,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"11,83",0,0,1,0,1,1,18,0,0,6,11,5,"12,17",0,6,15,3,"12,00",0,2014,"13,9","-0,3","0,79",Dropout
1,44,1,9003,1.00,39,3,Lycée professionnel et technologique,"14,0",1,2,3,3,Lycée,1,3,Lycée,4,5,Employés,1000,6,1,Agriculteurs exploitants,1000,2000,"14,00",0,0,0,1,1,0,21,0,0,6,12,5,"12,14",0,6,11,5,"11,67",0,2014,"13,9","-0,3","0,79",Graduate
1,1,1,9254,1.00,1,3,Lycée terminé,"13,2",1,1,3,3,Lycée,19,3,Lycée,6,1,Agriculteurs exploitants,1200,6,1,Agriculteurs exploitants,1000,2200,"12,47",1,0,0,1,1,0,21,0,0,6,9,6,"12,00",0,6,8,5,"11,60",0,2014,"13,9","-0,3","0,79",Graduate
2,39,2,9147,1.00,1,3,Lycée terminé,"13,0",1,19,3,3,Lycée,37,2,Collège,4,5,Employés,1000,7,6,Ouvriers,1300,2300,"14,00",0,0,0,1,1,0,34,0,0,5,10,3,"11,67",0,5,7,4,"12,75",0,2009,"9,4","-0,8","-3,12",Graduate
4,39,1,9130,1.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,37,2,Collège,6,1,Agriculteurs exploitants,1200,7,6,Ouvriers,1300,2500,"15,00",1,0,0,1,1,0,34,0,0,6,9,0,"0,00",0,6,6,0,"0,00",0,2013,"16,2","0,3","-0,92",Dropout
1,17,2,9670,1.00,1,3,Lycée terminé,"11,0",1,3,3,3,Lycée,3,4,Licence,4,5,Employés,1350,10,5,Employés,1200,2550,"11,56",1,0,0,1,1,0,21,0,0,6,10,6,"11,88",0,6,8,5,"12,00",0,2016,"11,1","0,6","2,02",Graduate
1,43,1,9773,1.00,1,3,Lycée terminé,"14,0",1,3,3,3,Lycée,37,2,Collège,3,4,Professions intermédiaires,1000,7,6,Ouvriers,1300,2300,"11,69",0,0,0,1,1,0,32,0,6,11,15,7,"11,29",5,7,10,6,"12,33",0,2014,"13,9","-0,3","0,79",Enrolled
1,17,2,9254,1.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,37,2,Collège,5,5,Employés,1350,7,6,Ouvriers,1300,2650,"12,34",1,0,0,1,1,0,30,0,0,6,17,2,"10,00",0,6,15,3,"11,33",0,2008,"7,6","2,6","0,32",Dropout
1,1,1,171,1.00,1,3,Lycée terminé,"13,7",1,1,3,3,Lycée,3,4,Licence,3,4,Professions intermédiaires,1200,7,6,Ouvriers,1300,2500,"14,65",1,0,1,1,1,0,19,0,6,12,13,11,"12,00",4,11,15,10,"11,18",0,2017,"8,9","1,4","3,51",Enrolled
1,51,1,9773,1.00,1,3,Lycée terminé,"15,8",1,1,3,3,Lycée,19,3,Lycée,8,6,Ouvriers,900,8,6,Ouvriers,1200,2100,"11,71",1,0,0,1,1,0,20,0,1,7,7,6,"13,83",1,6,7,5,"13,00",0,2017,"8,9","1,4","3,51",Dropout
1,1,1,9070,1.00,1,3,Lycée terminé,"12,4",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,2000,7,6,Ouvriers,1300,3300,"11,39",1,0,0,1,1,0,18,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2015,"12,4","0,5","1,79",Dropout
1,1,1,9254,1.00,1,3,Lycée terminé,"13,6",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,1350,2,3,Cadres et professions intellectuelles,2000,3350,"12,87",0,0,0,1,1,0,19,0,0,6,7,6,"14,43",0,6,6,6,"12,50",0,2017,"8,9","1,4","3,51",Graduate
1,17,3,9500,1.00,1,3,Lycée terminé,"14,2",1,3,3,3,Lycée,3,4,Licence,3,4,Professions intermédiaires,1200,3,4,Professions intermédiaires,1350,2550,"13,29",1,0,0,1,1,0,18,0,0,7,8,5,"14,20",0,7,9,6,"12,40",0,2015,"12,4","0,5","1,79",Dropout
1,39,1,9991,0.00,1,3,Lycée terminé,"15,0",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,900,8,6,Ouvriers,1200,2100,"12,30",0,0,0,1,1,0,27,0,0,5,8,4,"11,50",0,5,9,3,"10,33",0,2011,"12,7","3,7","-1,7",Dropout
1,39,1,9773,1.00,12,3,Lycée terminé,"12,0",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,98",1,0,0,1,1,0,52,0,0,6,7,5,"13,00",0,6,6,6,"15,00",0,2009,"9,4","-0,8","-3,12",Graduate
2,43,1,9003,1.00,1,3,Lycée terminé,"14,9",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1200,5,5,Employés,1000,2200,"15,61",1,0,0,0,1,0,29,0,0,6,6,0,"0,00",0,6,8,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
1,51,1,9003,1.00,39,3,Lycée professionnel et technologique,"13,0",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,900,4,5,Employés,1200,2100,"12,00",1,0,1,0,1,0,22,0,0,6,12,3,"11,33",0,6,13,2,"11,00",0,2017,"8,9","1,4","3,51",Dropout
1,43,1,9085,1.00,1,3,Lycée terminé,"11,0",25,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1000,6,1,Agriculteurs exploitants,1000,2000,"11,72",1,0,0,1,1,0,28,1,13,18,45,18,"12,50",10,13,26,12,"11,43",6,2012,"15,5","2,8","-4,06",Graduate
1,39,1,9670,1.00,6,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,90,5,Employés,1000,3,4,Professions intermédiaires,1350,2350,"10,70",1,0,0,1,1,0,30,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,1,2,9500,1.00,1,3,Lycée terminé,"13,4",1,1,3,3,Lycée,1,3,Lycée,5,5,Employés,1000,3,4,Professions intermédiaires,1350,2350,"12,84",1,0,0,1,0,0,18,0,0,7,7,7,"13,47",0,8,9,8,"13,94",0,2013,"16,2","0,3","-0,92",Graduate
1,1,2,9670,1.00,1,3,Lycée terminé,"13,0",1,38,2,2,Collège,37,2,Collège,5,5,Employés,900,5,5,Employés,1000,1900,"12,34",1,0,0,1,0,0,21,0,0,5,5,4,"11,75",0,5,5,3,"13,33",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9070,1.00,1,3,Lycée terminé,"14,1",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"12,67",1,0,1,1,0,1,20,0,0,6,9,6,"13,33",0,6,10,6,"14,67",0,2011,"12,7","3,7","-1,7",Graduate
1,42,1,9500,1.00,1,3,Lycée terminé,"12,3",1,37,2,2,Collège,37,2,Collège,3,4,Professions intermédiaires,1300,3,4,Professions intermédiaires,1350,2650,"12,30",1,0,0,1,0,1,21,0,0,8,8,8,"13,11",0,8,8,8,"13,11",0,2009,"9,4","-0,8","-3,12",Graduate
2,39,1,9991,0.00,19,3,Lycée terminé,"13,3",1,19,3,3,Lycée,37,2,Collège,7,6,Ouvriers,900,9,6,Ouvriers,900,1800,"13,72",0,0,1,0,0,0,32,0,0,5,5,0,"0,00",0,5,6,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,1,3,9070,1.00,1,3,Lycée terminé,"12,2",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,59",1,0,0,1,1,1,20,0,0,6,6,6,"15,50",0,6,7,6,"12,17",0,2015,"12,4","0,5","1,79",Graduate
1,1,4,171,1.00,1,3,Lycée terminé,"13,2",1,1,3,3,Lycée,19,3,Lycée,4,5,Employés,900,5,5,Employés,1000,1900,"13,80",1,0,1,0,1,0,19,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
1,15,1,9670,1.00,1,3,Lycée terminé,"13,3",41,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,900,5,5,Employés,1000,1900,"12,82",0,0,1,0,1,0,18,1,0,6,6,4,"11,25",0,6,7,3,"12,33",0,2017,"8,9","1,4","3,51",Dropout
1,43,1,9991,0.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,2,4,Licence,9,6,Ouvriers,1350,4,5,Employés,1200,2550,"12,65",1,0,0,0,1,0,23,0,10,15,24,12,"11,00",10,14,21,11,"11,36",1,2008,"7,6","2,6","0,32",Dropout
1,1,1,9254,1.00,1,3,Lycée terminé,"11,1",1,1,3,3,Lycée,1,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"11,24",1,0,0,1,1,0,20,0,0,6,10,6,"12,33",0,6,9,4,"13,00",0,2015,"12,4","0,5","1,79",Graduate
2,43,2,9147,1.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,2000,9,6,Ouvriers,900,2900,"10,90",1,0,0,1,0,0,46,0,4,9,18,8,"11,38",0,5,11,5,"11,80",0,2009,"9,4","-0,8","-3,12",Graduate
1,17,1,9003,1.00,1,3,Lycée terminé,"12,5",1,3,3,3,Lycée,3,4,Licence,2,3,Cadres et professions intellectuelles,3000,2,3,Cadres et professions intellectuelles,2000,5000,"10,00",0,0,0,1,1,0,27,0,16,18,19,18,"12,22",9,12,15,12,"12,38",0,2012,"15,5","2,8","-4,06",Graduate
1,5,1,171,1.00,1,3,Lycée terminé,"13,7",1,3,3,3,Lycée,19,3,Lycée,1,3,Cadres et professions intellectuelles,900,10,5,Employés,1200,2100,"14,47",1,0,0,1,1,0,20,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2013,"16,2","0,3","-0,92",Enrolled
2,43,3,8014,0.00,19,3,Lycée terminé,"10,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"12,00",1,0,0,1,1,0,41,0,5,9,11,9,"12,00",3,7,8,6,"12,00",0,2009,"9,4","-0,8","-3,12",Graduate
1,15,1,9147,1.00,1,3,Lycée terminé,"13,3",21,1,3,3,Lycée,3,4,Licence,192,6,Ouvriers,1000,3,4,Professions intermédiaires,1350,2350,"10,00",0,0,1,1,1,0,40,1,0,5,10,1,"11,00",0,5,10,1,"10,00",0,2016,"11,1","0,6","2,02",Enrolled
2,44,1,8014,0.00,39,3,Lycée professionnel et technologique,"15,0",1,1,3,3,Lycée,1,3,Lycée,5,5,Employés,1000,5,5,Employés,1000,2000,"15,40",0,0,0,1,1,0,37,0,12,16,17,16,"14,13",6,11,14,10,"13,00",0,2015,"12,4","0,5","1,79",Graduate
1,1,4,9147,1.00,1,3,Lycée terminé,"12,0",1,38,2,2,Collège,38,2,Collège,5,5,Employés,1200,10,5,Employés,1200,2400,"11,13",0,0,0,1,1,0,20,0,0,5,8,5,"10,20",0,5,7,5,"11,20",0,2015,"12,4","0,5","1,79",Enrolled
1,44,1,9130,1.00,39,3,Lycée professionnel et technologique,"15,0",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1200,4,5,Employés,1200,2400,"15,00",1,0,0,1,0,0,20,0,0,5,7,4,"12,00",0,5,6,4,"12,40",0,2010,"10,8","1,4","1,74",Enrolled
1,7,1,9991,0.00,40,4,Licence,"13,3",1,1,3,3,Lycée,37,2,Collège,4,5,Employés,900,1,3,Cadres et professions intellectuelles,3000,3900,"10,00",0,0,0,1,0,0,26,0,8,9,11,9,"12,33",4,7,7,7,"12,57",0,2015,"12,4","0,5","1,79",Graduate
2,39,1,8014,0.00,1,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"16,25",0,0,0,1,1,0,54,0,4,9,9,9,"14,33",2,7,7,7,"13,86",0,2017,"8,9","1,4","3,51",Graduate
1,17,5,9670,1.00,1,3,Lycée terminé,"13,2",1,19,3,3,Lycée,19,3,Lycée,5,5,Employés,900,5,5,Employés,1000,1900,"13,41",1,0,0,1,1,0,21,0,0,6,6,6,"15,17",0,6,9,6,"14,00",0,2010,"10,8","1,4","1,74",Graduate
1,1,1,9085,1.00,1,3,Lycée terminé,"13,4",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"13,30",1,0,0,1,0,1,20,0,0,6,8,6,"15,14",0,6,8,6,"15,14",0,2016,"11,1","0,6","2,02",Graduate
1,17,6,9773,1.00,1,3,Lycée terminé,"12,6",1,1,3,3,Lycée,19,3,Lycée,5,5,Employés,1200,5,5,Employés,1000,2200,"11,90",1,0,0,1,0,0,18,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2015,"12,4","0,5","1,79",Dropout
